OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID,Latitude,Longitude
4849,Library,"30"" X 24""",Arrow Right,Streetlight,,Guide,Champaign Public Library Douglass Branch,I-8,Champaign,5215,Not Specified,AERIAL,L,Not Specified,3801,Not Specified,{046F91FD-00AF-473C-9225-19C46B1E198F},40.12735992749865,-88.23191895137377
4850,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5216,Not Specified,AERIAL,L,Not Specified,3802,Not Specified,{314DC688-6A89-4297-AA48-8BCBD81B490C},40.128328231168204,-88.2322593735782
4851,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5217,Not Specified,AERIAL,L,Not Specified,3803,Not Specified,{8DB8F185-3C7D-4D9D-8D79-B4F5CCB27E2C},40.12832800705661,-88.23227501833072
4852,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5218,Not Specified,AERIAL,L,Not Specified,3804,Not Specified,{5CC726EF-AA6D-46CD-8B43-731F6A7B5F0A},40.128329934068496,-88.23232317246367
4853,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5219,Not Specified,AERIAL,L,Not Specified,3805,Not Specified,{8CE9FB03-42A1-4314-8743-E1B01962F823},40.128329171985406,-88.23229924586418
4854,Railroad,"36""",Not Specified,Streetlight,,Warning,Not Specified,W10-1,Champaign,5221,Not Specified,AERIAL,L,Not Specified,3806,Not Specified,{C43CD549-AD85-4843-A945-7622520252C1},40.12734084567341,-88.23480760735904
4855,Stop Ahead,"36"" X 36""",Not Specified,Streetlight,,Warning,Not Specified,W3-1,Champaign,5222,Not Specified,AERIAL,L,Not Specified,3807,Not Specified,{DA185567-1D5A-4BE9-8202-308F76A726CF},40.12720335949672,-88.23463749167398
4856,Library,"30"" X 24""",Arrow Right,Streetlight,,Guide,Not Specified,I-8,Champaign,5223,Not Specified,AERIAL,L,Not Specified,3808,Not Specified,{709C0916-6034-492E-9903-E79A428A8E83},40.12721514416741,-88.23265475439372
4857,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5225,Not Specified,AERIAL,D,Not Specified,3809,Not Specified,{2B636D05-825F-4A08-A058-FEEF93A21A35},40.10032348435818,-88.32777126098793
4858,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5226,Not Specified,AERIAL,D,Not Specified,3810,Not Specified,{1B23271C-31E8-42DA-9935-A5D4A292B244},40.10058306605728,-88.32772161179588
4859,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5227,Not Specified,AERIAL,D,Not Specified,3811,Not Specified,{D0C31022-A251-4021-AA32-CD577148C71B},40.10087625472725,-88.32731685038355
4860,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5228,Not Specified,AERIAL,D,Not Specified,3812,Not Specified,{0A5278C1-86F8-43DF-AEAE-D80E7E766E9F},40.100879450517006,-88.32762665033258
4861,Object Marker,"24"" X 24""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5229,Not Specified,AERIAL,D,Not Specified,3813,Not Specified,{AF504A67-93B9-4D12-9A21-4DA2B72979CF},40.10517070625744,-88.3237952765212
4862,Object Marker,"24"" X 24""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5230,Not Specified,AERIAL,D,Not Specified,3814,Not Specified,{A33B7B14-DB52-4775-8454-B705F2C288E6},40.10519885713881,-88.32379538518596
4863,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5231,Not Specified,AERIAL,D,Not Specified,3815,Not Specified,{8B3FF992-C3F1-4D52-AAB9-A02B8DB8C8EB},40.10117612088825,-88.32793332153277
4864,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5232,Not Specified,AERIAL,D,Not Specified,3816,Not Specified,{5E49B0CB-107C-4EFD-845C-1A32AA6B1FE6},40.10068844738776,-88.32806420919033
4865,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5233,Not Specified,AERIAL,D,Not Specified,3817,Not Specified,{D4BA2BDB-D947-499F-A5C1-1420B84C341E},40.10069857801348,-88.32842113086218
4866,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5234,Not Specified,AERIAL,D,Not Specified,3818,Not Specified,{A6478078-12D4-4DAF-8E0D-3195DBD5964B},40.102422165020094,-88.32908050691027
4867,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5235,Not Specified,AERIAL,D,Not Specified,3819,Not Specified,{9AE7B5D0-CAAA-417D-97C0-88BF32F436F0},40.102426797753346,-88.32902929977172
4868,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5236,Not Specified,AERIAL,D,Not Specified,3820,Not Specified,{9E8D32E8-0FBB-454C-93AF-33E4E0A94CB4},40.10242546157836,-88.32899054726873
4869,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5237,Not Specified,AERIAL,D,Not Specified,3821,Not Specified,{D9AFF30F-C4D6-4C75-9DAD-6964049FC3B1},40.10027351619445,-88.33233323746327
4870,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5238,Not Specified,AERIAL,D,Not Specified,3822,Not Specified,{E37D8367-3833-425C-A530-04DDDFFF7C63},40.1002707019482,-88.33235822616521
4871,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5239,Not Specified,AERIAL,D,Not Specified,3823,Not Specified,{D2D9F617-8BF3-49B6-8DE0-268506D8DA19},40.10026782377638,-88.33238618437301
4872,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5240,Not Specified,AERIAL,D,Not Specified,3824,Not Specified,{9C45383B-C133-4BD4-A087-2EE5439ABB81},40.105632795645825,-88.32851385367577
4873,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5241,Not Specified,AERIAL,D,Not Specified,3825,Not Specified,{897AD570-4D84-445E-A0F2-4F97AE4502E6},40.10561599530251,-88.32851231955752
4874,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5242,Not Specified,AERIAL,D,Not Specified,3826,Not Specified,{A6C176C9-489F-48CD-831A-1CE289994F4A},40.10559684984845,-88.32851366151368
4875,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5243,Not Specified,AERIAL,D,Not Specified,3827,Not Specified,{1264BBE1-BAAC-4099-AEAD-F23E7C4160BC},40.10595736782192,-88.32800105317958
4876,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5244,Not Specified,AERIAL,D,Not Specified,3828,Not Specified,{89DFD9F1-9BF9-4770-90A8-04E3967D3591},40.10595669644732,-88.32795327091628
4877,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5245,Not Specified,AERIAL,E,Not Specified,3829,Not Specified,{D8DDCB90-C9F0-4FF9-A4E1-6D4ECF16FFCA},40.09594070849256,-88.32969368069935
4878,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5246,Not Specified,AERIAL,E,Not Specified,3830,Not Specified,{C343E4FD-7072-459F-81E9-5112B3486469},40.095483552757166,-88.33019151883022
4879,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5247,Not Specified,AERIAL,E,Not Specified,3831,Not Specified,{780C344C-85A2-4CAA-A559-998306C78481},40.09556934751897,-88.32904256591586
4880,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5248,Not Specified,AERIAL,E,Not Specified,3832,Not Specified,{6E14E73A-E7C0-477A-8D78-523CF70BD98C},40.09568445601304,-88.32973535613044
4881,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5249,Not Specified,AERIAL,E,Not Specified,3833,Not Specified,{574E0D8F-4817-4371-830A-D31D3A1910E8},40.09544933598421,-88.32984113156104
4882,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5250,Not Specified,AERIAL,E,Not Specified,3834,Not Specified,{6774E82D-4FB4-4260-BD5F-EA7631329025},40.09535778771646,-88.32954307169894
4883,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5251,Not Specified,AERIAL,E,Not Specified,3835,Not Specified,{7D0882EF-0DFC-4A64-B89B-45867604F024},40.09560292406924,-88.32943169394545
4884,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,2013-01-01,Warning,Not Specified,W2-6,Champaign,5253,Not Specified,AERIAL,D,Not Specified,3836,Not Specified,{64934488-10CE-4725-B250-0FA0FED4641A},40.09852798994659,-88.32792837187814
4885,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5254,Not Specified,AERIAL,E,Not Specified,3837,Not Specified,{0DAE3116-F2DB-44ED-BA48-DC74BF3D04BB},40.09804298617357,-88.32843973402736
4886,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5255,Not Specified,AERIAL,E,Not Specified,3838,Not Specified,{D1B2BA23-B356-4EC6-BE37-3C0A04E9AFEB},40.09765156745578,-88.32786093208183
4887,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5256,Not Specified,AERIAL,E,Not Specified,3839,Not Specified,{BF7EE68D-C12A-47FE-BE18-80FB89869CCD},40.09792530220983,-88.32778277445603
4888,Yield,"30""",Not Specified,Unpunched Telespar,2015-01-01,Regulatory,Not Specified,R1-3,Champaign,5257,Not Specified,AERIAL,E,Not Specified,3840,Not Specified,{CFD70FA1-F8D6-49EC-9F68-6D6EA7F5A121},40.09815415468372,-88.3276420534331
4889,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5258,Not Specified,AERIAL,E,Not Specified,3841,Not Specified,{E436FEA7-6514-4282-B850-B922C35A38CF},40.09824863656306,-88.32795786065698
4890,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5259,Not Specified,AERIAL,E,Not Specified,3842,Not Specified,{CC624F04-931B-42E8-A058-526FA53607F2},40.09802502375062,-88.32808291830443
4891,Route Marker,"24"" X 24""",Not Specified,Punched Telespar,,Guide,pilgrim missionary baptist church,N/A,Champaign,5260,Not Specified,AERIAL,L,Not Specified,3774,Not Specified,{4C085267-8659-4213-A8C7-3663CDA017DE},40.12738599241383,-88.23036852081732
4892,Stop Ahead,"36"" X 36""",Not Specified,Streetlight,,Warning,Not Specified,W3-1,Champaign,5261,Not Specified,AERIAL,L,Not Specified,3800,Not Specified,{A5FE5048-2DFB-4A69-A71D-CEF28F919CBD},40.12738658082275,-88.23066305428709
4893,Route Marker,"30"" X 24""",Arrow Right,Streetlight,,Guide,Champaign Public Library Douglass Branch,N/A,Champaign,5262,Not Specified,AERIAL,L,Not Specified,3801,Not Specified,{E168B648-E3BC-44E8-884B-A86394E4775A},40.12735992749865,-88.23191895137377
4894,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5263,Not Specified,AERIAL,L,Not Specified,3802,Not Specified,{F10EF6F1-6158-4D7C-AA9C-710F5D440B97},40.128328231168204,-88.2322593735782
4895,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5264,Not Specified,AERIAL,L,Not Specified,3803,Not Specified,{371BBEFF-050D-4FD7-9E33-18AC6132730D},40.12832800705661,-88.23227501833072
4896,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5265,Not Specified,AERIAL,L,Not Specified,3804,Not Specified,{BF805C9B-22D7-4CE5-801B-E1B9D0E7E376},40.128329934068496,-88.23232317246367
4897,Object Marker,"18"" X 18""",Not Specified,U-Channel,,Object Marker,Not Specified,OM4-2,Champaign,5266,Not Specified,AERIAL,L,Not Specified,3805,Not Specified,{A0B1F435-B952-4462-85D7-E7FAE596E3DE},40.128329171985406,-88.23229924586418
4898,Railroad,"36""",Not Specified,Streetlight,,Warning,Not Specified,W10-1,Champaign,5268,Not Specified,AERIAL,L,Not Specified,3806,Not Specified,{3DD06FD7-70F7-41D6-B697-BC4AD6D8A4A9},40.12734084567341,-88.23480760735904
4899,Stop Ahead,"36"" X 36""",Not Specified,Streetlight,,Warning,Not Specified,W3-1,Champaign,5269,Not Specified,AERIAL,L,Not Specified,3807,Not Specified,{6F3C8370-86AE-4548-9C17-8D9E2D478912},40.12720335949672,-88.23463749167398
4900,Route Marker,"30"" X 24""",Arrow Right,Streetlight,,Guide,Champaign Public Library Douglass Branch,N/A,Champaign,5270,Not Specified,AERIAL,L,Not Specified,3808,Not Specified,{706991CB-B098-4F59-968E-0738539D91F3},40.12721514416741,-88.23265475439372
4901,Merge Left,"30"" X 30""",Not Specified,Streetlight,,Warning,Not Specified,W4-2L,Champaign,5271,Not Specified,AERIAL,L,Not Specified,3843,Not Specified,{00402CB0-84A2-45C0-9774-C9B74F4B4D4B},40.12725940282326,-88.22940772369878
4902,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5272,Not Specified,AERIAL,D,Not Specified,3809,Not Specified,{241B5A9D-506A-4D59-9D6C-40E88A5C23BA},40.10032348435818,-88.32777126098793
4903,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5273,Not Specified,AERIAL,D,Not Specified,3810,Not Specified,{5683E017-70E0-4230-81A7-4D90E62B3D0B},40.10058306605728,-88.32772161179588
4904,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5274,Not Specified,AERIAL,D,Not Specified,3811,Not Specified,{C856BE49-E890-4118-A67B-43727D0E5358},40.10087625472725,-88.32731685038355
4905,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5275,Not Specified,AERIAL,D,Not Specified,3812,Not Specified,{EBEF78A8-4EC9-45D2-AF7A-D5456CF3C462},40.100879450517006,-88.32762665033258
4906,Object Marker,"24"" X 24""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5276,Not Specified,AERIAL,D,Not Specified,3813,Not Specified,{048B1A64-1775-4D8F-8555-FBF7A3CC7FB6},40.10517070625744,-88.3237952765212
4907,Object Marker,"24"" X 24""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5277,Not Specified,AERIAL,D,Not Specified,3814,Not Specified,{54F68B85-2A5E-4997-89D4-CC298C1F9D02},40.10519885713881,-88.32379538518596
4908,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5278,Not Specified,AERIAL,D,Not Specified,3815,Not Specified,{BD0635C6-BFF5-4F3B-8D4E-7DBF22EAF7D2},40.10117612088825,-88.32793332153277
4909,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5279,Not Specified,AERIAL,D,Not Specified,3816,Not Specified,{01297E9A-022A-4C18-92AE-0203A447E5C2},40.10068844738776,-88.32806420919033
4910,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5280,Not Specified,AERIAL,D,Not Specified,3817,Not Specified,{EC1E523C-B2FE-4C1E-AEE2-3752F3BA4591},40.10069857801348,-88.32842113086218
4911,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5281,Not Specified,AERIAL,D,Not Specified,3818,Not Specified,{DC251548-A1C7-419F-8AE6-DD3B5FA7C24C},40.102422165020094,-88.32908050691027
4912,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5282,Not Specified,AERIAL,D,Not Specified,3819,Not Specified,{C754F742-C187-47AE-A3A1-EFA123939FB1},40.102426797753346,-88.32902929977172
4913,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5283,Not Specified,AERIAL,D,Not Specified,3820,Not Specified,{917EFE0F-9C7F-4590-A85C-28C2E5CB69CD},40.10242546157836,-88.32899054726873
4914,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5284,Not Specified,AERIAL,D,Not Specified,3821,Not Specified,{1DFC055D-FCF5-4D74-AF1D-5085EBB0C5F4},40.10027351619445,-88.33233323746327
4915,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5285,Not Specified,AERIAL,D,Not Specified,3822,Not Specified,{D08EB692-930D-4ABD-9245-1D088551F00D},40.1002707019482,-88.33235822616521
4916,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5286,Not Specified,AERIAL,D,Not Specified,3823,Not Specified,{1EF5E0F5-BFA4-4B72-8100-0658A0FA8D08},40.10026782377638,-88.33238618437301
4917,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5287,Not Specified,AERIAL,D,Not Specified,3824,Not Specified,{78CA0063-B803-40B4-A869-001A532C365F},40.105632795645825,-88.32851385367577
4918,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5288,Not Specified,AERIAL,D,Not Specified,3825,Not Specified,{6B010E5A-C377-4679-8E07-0BB1519D65C8},40.10561599530251,-88.32851231955752
4919,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5289,Not Specified,AERIAL,D,Not Specified,3826,Not Specified,{541F9D85-681F-4C28-8753-05C128E8A633},40.10559684984845,-88.32851366151368
4920,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5290,Not Specified,AERIAL,D,Not Specified,3827,Not Specified,{CF4ABF99-9229-4726-BA75-298827C5F0C0},40.10595736782192,-88.32800105317958
4921,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5291,Not Specified,AERIAL,D,Not Specified,3828,Not Specified,{5ECDF7AE-5223-4D0E-81BA-2B0C55753E11},40.10595669644732,-88.32795327091628
4922,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5292,Not Specified,AERIAL,E,Not Specified,3829,Not Specified,{520A537D-E25E-43BA-9690-07596BA96E27},40.09594070849256,-88.32969368069935
4923,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5293,Not Specified,AERIAL,E,Not Specified,3830,Not Specified,{0C46FD6D-B0F0-417C-B11D-834424D20D3A},40.095483552757166,-88.33019151883022
4924,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5294,Not Specified,AERIAL,E,Not Specified,3831,Not Specified,{C54BB986-CFD5-4829-8697-0A9E6006517C},40.09556934751897,-88.32904256591586
4925,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5295,Not Specified,AERIAL,E,Not Specified,3832,Not Specified,{F5E07758-3FDB-47B6-946F-60306633408E},40.09568445601304,-88.32973535613044
4926,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5296,Not Specified,AERIAL,E,Not Specified,3833,Not Specified,{007E01D5-9EAF-432D-91F4-1DD2DEE743E9},40.09544933598421,-88.32984113156104
4927,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5297,Not Specified,AERIAL,E,Not Specified,3834,Not Specified,{885F24FA-5EE9-42B6-AD53-7CC679E3B214},40.09535778771646,-88.32954307169894
4928,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5298,Not Specified,AERIAL,E,Not Specified,3835,Not Specified,{F8F6D70E-40A9-42D7-B395-710AE94BEC1A},40.09560292406924,-88.32943169394545
4929,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,2011-01-01,Warning,Not Specified,W2-6,Champaign,5299,Not Specified,AERIAL,E,Not Specified,3844,Not Specified,{01754AB8-043A-42A6-B127-C756C32F7259},40.09813732421312,-88.32729519509765
4930,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,2013-01-01,Warning,Not Specified,W2-6,Champaign,5300,Not Specified,AERIAL,D,Not Specified,3836,Not Specified,{40965398-7C6D-4F45-975A-7E6D6B88A7ED},40.09852798994659,-88.32792837187814
4931,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5301,Not Specified,AERIAL,E,Not Specified,3837,Not Specified,{0D45A354-828F-48EE-8761-774DC1628AD4},40.09804298617357,-88.32843973402736
4932,Roundabout,"24"" X 24""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W2-6,Champaign,5302,Not Specified,AERIAL,E,Not Specified,3838,Not Specified,{B0B64DFE-78A0-4563-AAFB-BDD1DF7B8535},40.09765156745578,-88.32786093208183
4933,Yield,"30""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R1-3,Champaign,5303,Not Specified,AERIAL,E,Not Specified,3839,Not Specified,{5983441C-D8F1-4A81-A613-E8BCD4435CE1},40.09792530220983,-88.32778277445603
