OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID,Latitude,Longitude
4747,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Bradley Avenue,R10-3,Champaign,5107,Not Specified,AERIAL,H,Not Specified,3730,Not Specified,{78CD9BE5-497D-4676-B276-739AE6062A08},40.12758326963721,-88.2799851527498
4748,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5108,Not Specified,AERIAL,H,Not Specified,3731,Not Specified,{7C95BD0A-8718-4E11-807D-2AE172DF111E},40.12763219161328,-88.28010880908113
4749,Object Marker,"18"" X 18""",Not Specified,Punched Telespar,,Object Marker,Not Specified,OM4-2,Champaign,5109,Not Specified,AERIAL,H,Not Specified,3732,Not Specified,{F0552612-CCD1-4957-905C-EC4BD2E0E1C3},40.12763430296506,-88.28014669321114
4750,Push Button to Cross,"8"" X 12""",Not Specified,Push Button Post,,Regulatory,Bradley Avenue,R10-3,Champaign,5110,Not Specified,AERIAL,H,Not Specified,3733,Not Specified,{B563A2FB-0919-46B0-BED2-C33D4EDED83E},40.127565516916185,-88.28034098822644
4751,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Bradley Avenue,R10-3,Champaign,5111,Not Specified,AERIAL,H,Not Specified,3734,Not Specified,{85C1E04E-9543-4FBB-8B24-1FEDB27D6FBD},40.12732960788324,-88.27997432009403
4752,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Country Fair Drive,R10-3,Champaign,5112,Not Specified,AERIAL,H,Not Specified,3734,Not Specified,{9DE5CB81-6472-4089-BFB4-23507994EF4F},40.12732960788324,-88.27997432009403
4753,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Bradley Avenue,R10-3,Champaign,5113,Not Specified,AERIAL,H,Not Specified,3735,Not Specified,{DDA751C1-6095-41C7-BD98-F4E38395A794},40.1273553686248,-88.28037707065543
4754,Stop Here on Red,"24"" X 30""",Arrow Down,Punched Telespar,,Regulatory,Not Specified,R10-6a,Champaign,5114,Not Specified,AERIAL,B,Not Specified,3736,Not Specified,{A2F00FD2-FF28-4437-A63D-AD924B2BEADC},40.12739321898388,-88.26806417002204
4755,Stop Here on Red,"24"" X 30""",Not Specified,Hawk Signal,,Regulatory,Crosswalk W red circle,R10-6a,Champaign,5115,Not Specified,AERIAL,B,Not Specified,3737,Not Specified,{6FC5CD02-4736-47B3-8A35-21E3EA525DE2},40.127391772412764,-88.26822386810417
4756,Push Button to Cross,"4"" X 6""",Not Specified,Hawk Signal,,Regulatory,Crossing Instructions,R10-3,Champaign,5116,Not Specified,AERIAL,B,Not Specified,3737,Not Specified,{A0871FE5-8DA3-410A-93B6-8F92E53E0E6F},40.127391772412764,-88.26822386810417
4757,Pedestrian Crossing,"18"" X 72""",Not Specified,Hawk Signal,,Warning,Internally Illuminate,W11-2,Champaign,5117,Not Specified,AERIAL,B,Not Specified,3737,Not Specified,{1A5EDCEA-FF9C-466A-8326-2491A8CE6F78},40.127391772412764,-88.26822386810417
4758,Stop Here on Red,"24"" X 30""",Arrow Down,Punched Telespar,,Regulatory,Hawk signal. Int Il,R10-6a,Champaign,5118,Not Specified,AERIAL,B,Not Specified,3738,Not Specified,{ED098563-74AF-44D2-BA81-48C00A479CE1},40.12724280412835,-88.26836036116529
4759,Stop Here on Red,"24"" X 30""",Not Specified,Hawk Signal,,Regulatory,Crosswalk W red circle,R10-6a,Champaign,5119,Not Specified,AERIAL,B,Not Specified,3739,Not Specified,{2F66CFC5-DB72-45CD-84DF-342D8ED13417},40.12724181434685,-88.26820483315949
4760,Push Button to Cross,"4"" X 6""",Not Specified,Hawk Signal,2011-01-01,Regulatory,Crossing Instructions,R10-3,Champaign,5120,Not Specified,AERIAL,B,Not Specified,3739,Not Specified,{30EDDB14-8BAE-4A4E-8D11-2A539E31008B},40.12724181434685,-88.26820483315949
4761,Pedestrian Crossing,"18"" X 72""",Not Specified,Hawk Signal,,Warning,Internally illuminate,W11-2,Champaign,5121,Not Specified,AERIAL,B,Not Specified,3739,Not Specified,{4CDBC8AE-23F2-4FE5-82DF-4A47CA57D7C1},40.12724181434685,-88.26820483315949
4762,Stop Here on Red,"24"" X 30""",Not Specified,Hawk Signal,,Regulatory,Crosswalk W red circle,R10-6a,Champaign,5122,Not Specified,AERIAL,B,Not Specified,3739,Not Specified,{F5187779-1ED6-4576-BBD8-25578794ECDB},40.12724181434685,-88.26820483315949
4763,Stop Here on Red,"24"" X 30""",Not Specified,Hawk Signal,,Regulatory,Crosswalk W red circle,R10-6a,Champaign,5123,Not Specified,AERIAL,B,Not Specified,3740,Not Specified,{60E2F68D-3C42-4691-A1E8-E764FA0C76FA},40.12739505294979,-88.26823271367873
4764,No Trespassing,"30"" X 24""",Not Specified,Punched Telespar,2014-01-01,Regulatory,Not Specified,N/A,Champaign,5124,Not Specified,AERIAL,B,Not Specified,3741,Not Specified,{8F08E7DF-17A4-4D85-B4E4-55123A66BB50},40.12715481522157,-88.26305627777214
4765,Merge Left,"30"" X 30""",Not Specified,Unpunched Telespar,,Warning,Not Specified,W4-2L,Champaign,5125,Not Specified,AERIAL,L,Not Specified,3742,Not Specified,{99C77455-7207-4955-B1DD-DB2705DFACE3},40.14856842231399,-88.25789992195628
4766,Push Button to Cross,"4"" X 6""",Not Specified,Traffic Signal Mast Arm,,Regulatory,Push for,R10-3,Champaign,5126,Not Specified,AERIAL,L,Not Specified,2790,Not Specified,{0C58B3DD-1483-414D-A6C4-F973EB4EEA37},40.14348671269906,-88.27718046418228
4767,City Maintenance Begins,"24"" X 18""",Not Specified,U-Channel,,Custom,Not Specified,N/A,Champaign,5127,Not Specified,AERIAL,L,Not Specified,2987,Not Specified,{BF365E1C-3715-4AA6-8BD8-B166A15B746F},40.14479817697345,-88.272930778198
4768,Route Marker,"18"" X 60""",Not Specified,Wooden Post,,Guide,"Champaign, arrow left",N/A,Champaign,5128,Not Specified,AERIAL,L,Not Specified,3743,Not Specified,{D98ADDC4-C38F-4D0A-BC77-951457AD3A4D},40.15786734984919,-88.27596323719438
4769,I-57,"36"" X 36""",To. left arrw. North. South.,Wooden Post,,Guide,Not Specified,M1-1,Champaign,5129,Not Specified,AERIAL,L,Not Specified,3744,Not Specified,{7C770EF7-9B4B-4594-A49B-310A059EDA4A},40.159077978674645,-88.27635982855297
4770,Push Button to Cross,"8"" X 12""",Not Specified,Push Button Post,,Regulatory,Kenwood Road,R10-3,Champaign,5130,Not Specified,AERIAL,D,Not Specified,3745,Not Specified,{8FE205E5-8490-4EF6-A716-6CF758303E33},40.11303505615354,-88.2862629019837
4771,Push Button to Cross,"8"" X 12""",Not Specified,Push Button Post,,Regulatory,Springfield Avenue,R10-3,Champaign,5131,Not Specified,AERIAL,D,Not Specified,3745,Not Specified,{EED73059-FAB7-4B65-9E09-916AD42E5D83},40.11303505615354,-88.2862629019837
4772,Merge Left,"36"" X 36""",Not Specified,Traffic Signal Mast Arm,,Warning,Not Specified,W4-2L,Champaign,5132,Not Specified,AERIAL,D,Not Specified,3746,Not Specified,{49F12B0B-DFB1-4BA8-AE07-2BF5DD10D664},40.11303629533615,-88.28635143994778
4773,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Mast Arm,,Regulatory,Springfield Avenue,R10-3,Champaign,5133,Not Specified,AERIAL,D,Not Specified,3747,Not Specified,{090E5EAB-B7C9-4310-9711-0D5912623844},40.11277238650245,-88.28624372260467
4774,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Mast Arm,,Regulatory,Kenwood Road,R10-3,Champaign,5134,Not Specified,AERIAL,D,Not Specified,3747,Not Specified,{92097B3A-742C-45C7-BB84-72C73E1A8BE0},40.11277238650245,-88.28624372260467
4775,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Kenwood Road,R10-3,Champaign,5135,Not Specified,AERIAL,D,Not Specified,3748,Not Specified,{823B816B-5FD5-49C5-984F-579F00AB1BE1},40.112767719466596,-88.28593681357482
4776,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Standard,,Regulatory,Springfield Avenue,R10-3,Champaign,5136,Not Specified,AERIAL,D,Not Specified,3748,Not Specified,{B07C6A33-56A7-4486-9E45-341A97C767FE},40.112767719466596,-88.28593681357482
4777,Right Lane Ends,"36"" X 36""",Not Specified,Wooden Post,,Warning,Not Specified,W9-1R,IDOT,5137,Not Specified,AERIAL,D,Not Specified,3749,Not Specified,{069DBE8D-37BF-45DA-9A14-2E28DF58105E},40.11301741525873,-88.28493987031796
4778,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Mast Arm,,Regulatory,Kenwood Road,R10-3,Champaign,5138,Not Specified,AERIAL,D,Not Specified,3750,Not Specified,{5A601E7B-8A20-4F17-99B7-4486DFBDCB31},40.11305974807856,-88.28597664336783
4779,Push Button to Cross,"8"" X 12""",Not Specified,Traffic Signal Mast Arm,,Regulatory,Springfield Avenue,R10-3,Champaign,5139,Not Specified,AERIAL,D,Not Specified,3750,Not Specified,{70A09BB3-97B3-48E2-800A-7DB15F0AF065},40.11305974807856,-88.28597664336783
4780,Streetname - Honorary,"8"" X 36""",Not Specified,Punched Telespar,,Streetname,back to back,N/A,Champaign,5141,Not Specified,AERIAL,H,Robert L. Lienhart Dr,2342,Not Specified,{2098D564-289E-434A-A6C4-9C264C5BF03A},40.12243481055875,-88.28158941734829
4781,Streetname - Honorary,"8"" X 36""",Not Specified,Punched Telespar,,Streetname,back to back,N/A,Champaign,5142,Not Specified,AERIAL,H,Robert L. Lienhart Dr,2365,Not Specified,{0FCAE1E5-762A-4DAA-BCAE-28339DE880C9},40.12382821430925,-88.28083667921067
4782,Streetname,"18"" X 24""",Yes,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5143,Not Specified,AERIAL,H,1100 North,3751,Not Specified,{CDDDCEA3-BF1A-437E-9C37-FB42FA910AAF},40.12761590538183,-88.2800298859657
4783,Streetname,"20"" X 32""",1100 NORTH,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5144,Not Specified,AERIAL,H,Bradley Avenue,3751,Not Specified,{100AF44A-8AA8-4C7E-BEA3-F3A130DE0332},40.12761590538183,-88.2800298859657
4784,Streetname,"20"" X 32""",2000 WEST,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5145,Not Specified,AERIAL,H,1100 N Country Fair Dr,3752,Not Specified,{11013FA4-BE1C-4983-A109-ECD9A3ECDFA7},40.12761663690705,-88.28034044285492
4785,Streetname - Honorary,"24"" X 48""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,N/A,Champaign,5146,Not Specified,AERIAL,H,Robert L. Lienhart Drive,3752,Not Specified,{161CA35D-5FF8-4C89-8319-861CB7B9A91F},40.12761663690705,-88.28034044285492
4786,Streetname,"20"" X 32""",2000 West,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5147,Not Specified,AERIAL,H,1100 N Country Fair Dr,3734,Not Specified,{67DCE0C4-251F-4CA4-A131-8B5FE28B5A3A},40.12732960788324,-88.27997432009403
4787,Streetname - Honorary,"24"" X 48""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,N/A,Champaign,5148,Not Specified,AERIAL,H,Robert L. Lienhart Drive,3734,Not Specified,{B2F01EF2-7330-4500-ACCA-5E508EC017F1},40.12732960788324,-88.27997432009403
4788,Streetname,"18"" X 24""",1100 NORTH,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5149,Not Specified,AERIAL,H,1100 North,3753,Not Specified,{5624CA07-7075-4517-AB9F-95187830DD98},40.12729880320317,-88.28033372521804
4789,Streetname,"18"" X 24""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5150,Not Specified,AERIAL,H,2000 West,3734,Not Specified,{D01A02EC-E1B3-4820-AF22-D0872EC68FE5},40.12732960788324,-88.27997432009403
4790,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,5151,Not Specified,AERIAL,B,W Bradley Ave,3754,Not Specified,{1C7B33F3-DFEF-40A3-8F6D-1B1DD0A41354},40.127506247415965,-88.27082042260868
4791,Streetname,"8"" X 36""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,5152,Not Specified,AERIAL,B,Garden Hills Dr,3755,Not Specified,{7CF3AA28-7434-4696-B153-F62F4664E996},40.12748990275108,-88.27175987987295
4792,Streetname - Internally Illuminated,"18"" X 72""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5153,Not Specified,AERIAL,L,W Interstate Dr,3756,Not Specified,{EE8D2A18-4F35-427D-9A8F-51D9797B0BAA},40.148830915270246,-88.27685256664434
4793,Streetname - Mast Arm,"16"" X 42""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5154,Not Specified,AERIAL,L,N Mattis Avenue,3757,Not Specified,{3D675380-0935-4210-850F-6C533EFF6B69},40.1486974096553,-88.27710319771911
4794,Streetname - Private,"6"" X 30""",Not Specified,Old Metal Post,,Streetname,Metal signs,N/A,Private,5155,Not Specified,AERIAL,H,W White St,3758,Not Specified,{861183E8-7D8E-47B3-8496-B818A78F7DD5},40.11367056793797,-88.2860314361597
4795,Streetname - Internally Illuminated,"24"" X 48""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5156,Not Specified,AERIAL,D,Kenwood 400 S Rd,3746,Not Specified,{DFE58067-78FB-4FC3-AA55-B9B425C87C61},40.11303629533615,-88.28635143994778
4796,Streetname,"6"" X 30""",Not Specified,Old Metal Post,,Streetname,Not Specified,D3-1,Champaign,5158,Not Specified,AERIAL,D,Kenwood Rd,3759,Not Specified,{81C083F3-5112-4BCB-AC41-4938172A7E8F},40.11280801959385,-88.28627219856591
4797,Streetname - Internally Illuminated,"24"" X 48""",Not Specified,Traffic Signal Mast Arm,,Streetname,Not Specified,D3-1,Champaign,5159,Not Specified,AERIAL,D,Kenwood 400 S Rd,3760,Not Specified,{9E0F200E-EFED-43B5-8298-300AF957E924},40.11280235046024,-88.28588222245563
4798,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,5161,Not Specified,AERIAL,H,S Duncan Rd,3761,Not Specified,{3249EFB7-8B0F-48B2-893A-63F04F924008},40.11500106879521,-88.29532110089379
4799,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,2014-01-01,Parking,Not Specified,R7-1,Champaign,5163,Not Specified,AERIAL,H,Not Specified,3762,Not Specified,{30CCCE25-D452-45D8-B56D-6735A7C9FC9B},40.12684834821627,-88.28023838731563
4800,Stop,"30""",Not Specified,Punched Telespar,2011-01-01,Regulatory,Not Specified,R1-1,Champaign,5164,Not Specified,AERIAL,H,Not Specified,2342,Not Specified,{7CD87CFD-4EE0-4600-9A34-8087002C45A7},40.12243481055875,-88.28158941734829
4801,Stop,"30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R1-1,Champaign,5165,Not Specified,AERIAL,H,Not Specified,2365,Not Specified,{4CF523CD-4565-45B9-B886-9CB159B36D15},40.12382821430925,-88.28083667921067
4802,Stop,"30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R1-1,Champaign,5166,Not Specified,AERIAL,H,Not Specified,2239,Not Specified,{DBF8D9AB-BB43-46CD-A485-825CB6FCBA6D},40.12758521904765,-88.278747260675
4803,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5167,Not Specified,AERIAL,H,Not Specified,3763,Not Specified,{147D6E37-8B5B-4C23-85DA-C75F00357FA2},40.11509017636726,-88.28618964312152
4804,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5168,Not Specified,AERIAL,H,Not Specified,3764,Not Specified,{AA97AAAA-F6E6-49C4-BAF1-9C561453265B},40.1146439577564,-88.28617946193393
4805,No Parking to Corner,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,HR7-11,Champaign,5169,Not Specified,AERIAL,H,Not Specified,3765,Not Specified,{BCEA733E-0479-4B40-949B-5F256D39B58C},40.11438621988232,-88.28604077154222
4806,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5170,Not Specified,AERIAL,H,Not Specified,3766,Not Specified,{4B510D96-E15A-4370-A853-5D1DCE2483E4},40.11347595685339,-88.28617162697225
4807,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5171,Not Specified,AERIAL,H,Not Specified,3767,Not Specified,{898A1E3C-D6A2-4CE2-B00F-4B4869F14678},40.11472255514249,-88.292139322334
4808,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5172,Not Specified,AERIAL,H,Not Specified,3768,Not Specified,{7DF6F082-4059-4323-B059-7A4CB42E2D11},40.11471880034089,-88.29265120724948
4809,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5173,Not Specified,AERIAL,H,Not Specified,3769,Not Specified,{D8235048-D3C4-4FD9-83F4-7A9BF543BCC5},40.11471725142195,-88.29307177088187
4810,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5174,Not Specified,AERIAL,H,Not Specified,3770,Not Specified,{49DBF01E-240E-4F27-9DBF-26E0CE0C883A},40.11471104388961,-88.29351079381132
4811,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5175,Not Specified,AERIAL,H,Not Specified,3771,Not Specified,{7C4F60D8-214A-4E3C-BEAB-E9B5442AC24C},40.11482413605514,-88.29308818673198
4812,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5176,Not Specified,AERIAL,H,Not Specified,3772,Not Specified,{09A2ACD9-8815-44B7-9742-875923B9FE5B},40.11470594345344,-88.29437082089937
4813,No Parking,"12"" X 18""",Not Specified,Unpunched Telespar,,Parking,Not Specified,R7-1,Champaign,5177,Not Specified,AERIAL,H,Not Specified,3773,Not Specified,{418F08E4-1024-4766-AF8E-7506AB8898C9},40.11486756289957,-88.29470588313018
4814,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5178,Not Specified,AERIAL,H,Not Specified,3761,Not Specified,{45B1E993-E5E5-4DD7-96B7-1DFB40E44789},40.11500106879521,-88.29532110089379
4815,Stop,"30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R1-1,Champaign,5179,Not Specified,AERIAL,B,Not Specified,3754,Not Specified,{20988727-5634-4131-A2FF-AC65D904F916},40.127506247415965,-88.27082042260868
4816,Stop,"30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R1-1,Champaign,5180,Not Specified,AERIAL,B,Not Specified,3755,Not Specified,{92C4AC32-2C95-4D12-B02C-CCE519E46763},40.12748993785663,-88.27175984464353
4817,Stop,"30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R1-1,Champaign,5181,Not Specified,AERIAL,H,Not Specified,3761,Not Specified,{C7C83ADE-9FCF-4162-9388-D9BE5306DEFE},40.11500106879521,-88.29532110089379
4818,MTD Bus Stop,"12"" X 18""",Not Specified,Punched Telespar,,MTD,Not Specified,N/A,MTD,5182,Not Specified,AERIAL,L,Not Specified,3774,Not Specified,{C3C964A1-D9F7-4734-8101-6A88365D66E0},40.12738599241383,-88.23036852081732
4819,MTD Bus Stop,"12"" X 18""",Not Specified,Punched Telespar,,MTD,Not Specified,N/A,MTD,5183,Not Specified,AERIAL,L,Not Specified,3775,Not Specified,{709D1224-24F2-4EBC-AE2E-24C00F556242},40.12726607489196,-88.22875169174745
4820,MTD Bus Stop,"12"" X 18""",Not Specified,Punched Telespar,,MTD,Not Specified,N/A,MTD,5184,Not Specified,AERIAL,B,Not Specified,3776,Not Specified,{18B2B6A8-D551-4501-9F42-878B53CAA1CF},40.12863076830401,-88.27072041002988
4821,MTD Bus Stop,"12"" X 18""",Not Specified,Punched Telespar,,MTD,Not Specified,N/A,MTD,5185,Not Specified,AERIAL,B,Not Specified,3777,Not Specified,{3E8A7B49-5624-439E-91E1-2932C4AD7139},40.12755816258313,-88.2707098011792
4822,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5187,Not Specified,AERIAL,L,Not Specified,3778,Not Specified,{F30BA921-466C-41C0-897E-99BF9C0AF4B5},40.12739050111575,-88.23019160566908
4823,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5188,Not Specified,AERIAL,L,Not Specified,3779,Not Specified,{556CC155-68B0-4CF0-9B4C-9D947D0B64F4},40.12734834406592,-88.2333008037376
4824,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5189,Not Specified,AERIAL,L,Not Specified,3780,Not Specified,{0792DAC2-B4A2-4ECE-B647-5CB3E0180A8F},40.127342098628006,-88.23438211254988
4825,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5190,Not Specified,AERIAL,L,Not Specified,3781,Not Specified,{3B59322F-CCC5-4666-9784-2063BB24C627},40.127341825213314,-88.23529114108902
4826,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5192,Not Specified,AERIAL,L,Not Specified,3782,Not Specified,{09B5444D-5675-4180-B998-92C2FCF001D8},40.12724318912686,-88.23171484604248
4827,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5193,Not Specified,AERIAL,L,Not Specified,3783,Not Specified,{1CC261CA-94FF-4813-9DF2-5FD28580A27A},40.12725413035248,-88.22992059407736
4828,No Parking,"12"" X 18""",Not Specified,Streetlight,,Parking,Not Specified,R7-1,Champaign,5194,Not Specified,AERIAL,L,Not Specified,1877,Not Specified,{5C65E594-5263-48F9-8F87-38164B8161FF},40.1272567838046,-88.22890709884345
4829,No Parking,"12"" X 18""",Not Specified,Punched Telespar,2011-01-01,Parking,Not Specified,R7-1,Champaign,5195,Not Specified,AERIAL,B,Not Specified,3784,Not Specified,{C6CB8A05-4270-4108-B2CA-A993BFAE0719},40.12971648438342,-88.27073138965916
4830,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5196,Not Specified,AERIAL,B,Not Specified,3785,Not Specified,{41A615AD-0344-40BE-A4EA-10A4911F7BA4},40.129255021345344,-88.27072401415406
4831,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5197,Not Specified,AERIAL,B,Not Specified,3776,Not Specified,{FE03E16D-116B-4778-88AB-62AEE8D01298},40.12863076830401,-88.27072041002988
4832,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5198,Not Specified,AERIAL,B,Not Specified,3786,Not Specified,{69BDB1BA-4158-4216-9696-20979BB312CE},40.12809766574767,-88.27071078793186
4833,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5199,Not Specified,AERIAL,B,Not Specified,3777,Not Specified,{6971B613-FD36-4584-9730-08D120602EC1},40.12755816258313,-88.2707098011792
4834,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,5200,Not Specified,AERIAL,B,Not Specified,3787,Not Specified,{5525DFEB-2D58-4302-AEC6-10E9EE6B989B},40.12757184568742,-88.27174593213785
4835,No Parking to Corner,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,HR7-11,Champaign,5201,Not Specified,AERIAL,B,Not Specified,3788,Not Specified,{AE96F3F9-3004-456B-B168-1D17BE508280},40.12756629535581,-88.27164478571102
4836,One Way Right,"12"" X 36""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R6-1R,Champaign,5202,Not Specified,AERIAL,D,Not Specified,3789,Not Specified,{356F14B9-2F5C-4CE3-BF7F-E229EC8EE1F0},40.10070995852676,-88.32780580479852
4837,One Way Right,"12"" X 36""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R6-1R,Champaign,5203,Not Specified,AERIAL,D,Not Specified,3790,Not Specified,{FDEEE814-E54D-422A-A94C-617DA48E1BDF},40.10080733594523,-88.32780245561092
4838,One Way Right,"12"" X 36""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R6-1R,Champaign,5204,Not Specified,AERIAL,D,Not Specified,3791,Not Specified,{9BC9158E-7A08-4575-8127-C3F2E2242EDC},40.100809083575534,-88.32788723134485
4839,One Way Right,"12"" X 36""",Not Specified,Unpunched Telespar,,Regulatory,Not Specified,R6-1R,Champaign,5205,Not Specified,AERIAL,D,Not Specified,3792,Not Specified,{F49C1692-DECC-4F0A-9103-7BDFA253F8EF},40.100734379863795,-88.32791892281371
4840,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,,Regulatory,Not Specified,R6-1R,Champaign,5206,Not Specified,AERIAL,E,Not Specified,3793,Not Specified,{BB8619DE-E2EF-4474-B330-E40356FEC1A8},40.095561899054886,-88.32957940618668
4841,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,,Regulatory,Not Specified,R6-1R,Champaign,5207,Not Specified,AERIAL,E,Not Specified,3794,Not Specified,{298D7DAD-CA33-452D-A96C-55B741FDB10A},40.095484976548065,-88.32958261190838
4842,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,,Regulatory,Not Specified,R6-1R,Champaign,5208,Not Specified,AERIAL,E,Not Specified,3795,Not Specified,{929D67D4-5F86-4AAA-88D0-6AFB97AA7A6F},40.095496239178686,-88.32970455193536
4843,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,,Regulatory,Not Specified,R6-1R,Champaign,5209,Not Specified,AERIAL,E,Not Specified,3796,Not Specified,{9C295C82-D1E4-45CA-9C33-FFC2732C6F64},40.0955662524107,-88.3296834288759
4844,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,2015-01-01,Regulatory,Not Specified,R6-1R,Champaign,5210,Not Specified,AERIAL,E,Not Specified,3797,Not Specified,{04785A15-BF5F-44E6-A931-3176DDD8081E},40.09811664540183,-88.3277915428389
4845,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,2015-01-01,Regulatory,Not Specified,R6-1R,Champaign,5211,Not Specified,AERIAL,E,Not Specified,3798,Not Specified,{2D3A03A1-A728-4AF0-9AF9-DA0C25595045},40.09813169803949,-88.32791537041084
4846,One Way Right,"12"" X 36""",Not Specified,Old Metal Post,2015-01-01,Regulatory,Not Specified,R6-1R,Champaign,5212,Not Specified,AERIAL,E,Not Specified,3799,Not Specified,{D422C58D-2103-4326-BE6C-7A3DE906990E},40.09806741247705,-88.32794136958607
4847,Route Marker,"24"" X 24""",Not Specified,Punched Telespar,,Guide,pilgrim missionary baptist church,N/A,Champaign,5213,Not Specified,AERIAL,L,Not Specified,3774,Not Specified,{405D8002-4930-4F1E-ACF2-A6FC34C067A6},40.12738599241383,-88.23036852081732
4848,Stop Ahead,"36"" X 36""",Not Specified,Streetlight,,Warning,Not Specified,W3-1,Champaign,5214,Not Specified,AERIAL,L,Not Specified,3800,Not Specified,{AEA24A84-554D-4483-8B0C-6B2552809347},40.12738658082275,-88.23066305428709
