OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate,GlobalID,Latitude,Longitude
2294,Other,Wall Pack,Other,LED,66 (LED),SL076,1257578.647575,1010571.9582,7.0,,9040,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{303E3098-3220-4DDD-A834-863A12CF2CFA},40.11984736640994,-88.23921971544549
2295,Steel,Truss Arm,Cobra,HPS,150,SL109,1260932.8436,1002247.550425,3.0,1978-01-01 06:00:00,9669,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{69546ADF-6D25-45B2-9C8B-7ECB6BE8D1AF},40.12861530436964,-88.26695193387864
2296,Steel,Truss Arm,Cobra,HPS,150,SL109,1260932.8436,1002247.550425,3.0,1978-01-01 06:00:00,9670,No,Not Specified,Green,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{52B1B04F-8478-4C66-8182-6E43B3F339E4},40.12810627079966,-88.26695044269566
2297,Cast Aluminum,Other,Teardrop,HPS,250,SL110,1239264.360525,992402.718075,8.0,,9066,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{83630157-1F72-4FFA-9B20-99972A391168},40.06961078849384,-88.30422833979955
2298,Cast Aluminum,Other,Teardrop,HPS,250,SL110,1239169.8473,992401.34665,8.0,,9067,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{21CD7C71-6BEC-4E87-A929-7139C6FB8CA3},40.0693558147298,-88.30423384306263
2299,Cast Aluminum,Other,Teardrop,HPS,250,SL110,1239168.85805,992601.954875,8.0,,9068,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{7CF723BD-FE13-42FD-86E0-36DAC4156083},40.06935427802855,-88.30348248555465
2300,Cast Aluminum,Other,Teardrop,HPS,250,SL110,1239262.33805,992603.482425,8.0,,9069,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{D62F8E93-BEA1-4EF3-868C-18CB9527F7D2},40.06960504568913,-88.30347652648776
2301,Cast Aluminum,Other,Teardrop,HPS,250,SL110,1239264.4383,992508.10905,8.0,,9070,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1D45D54D-604E-47C5-8B58-7A50510165BE},40.06960997032571,-88.30384568820146
2302,Cast Aluminum,Other,Teardrop,HPS,250,SL110,1239170.191975,992507.359825,8.0,,9071,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{93455036-576E-4CEA-AFD5-A96B88CB7C1E},40.06935748726443,-88.30385291152396
2303,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255266.5123,1011267.888975,2.0,,9072,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{C903409B-2A74-4EA6-8281-2CEE731F7188},40.11349826451561,-88.23674026069007
2304,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255269.563225,1011353.8381,2.0,,9073,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{2E1A1850-DC62-4ECF-993F-3A8854A6155A},40.113506382727984,-88.23643295011645
2305,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255271.0951,1011464.547625,2.0,,9074,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{CDF26DBE-6E2F-49F6-8E2D-18F7D4D79675},40.113510255903535,-88.23603711665507
2306,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,150/100,SL091,1255270.986575,1011581.14565,8.0,,9075,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{FF8EFE14-4E6D-479C-AFBF-B627BF4FBDC5},40.1135096068498,-88.23562023746214
2307,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255228.27344999,1011227.3395,8.0,,9076,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{BE627B46-719A-4A79-92DE-89E96BFD9FEF},40.113393414949556,-88.23688538796428
2308,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255229.3151,1011305.7316,2.0,,9077,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{3E6B6554-5B1B-4931-BFA7-B92336235F7A},40.11339604069672,-88.23660510491982
2309,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255229.66232499,1011405.008025,2.0,,9078,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{3FAA43AB-EDFD-4B6A-BD7C-7C6AF15BF0B5},40.1133966974809,-88.23625015395429
2310,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255230.0619,1011512.884825,2.0,,9079,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{7C0FADFF-5CDE-4BA7-B6B4-C0CE05AF9772},40.1133974696042,-88.23586445454188
2311,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,150/100,SL091,1255209.2352,1011615.03645,8.0,,9080,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{B4568129-8E36-401A-B23B-7FC6751C617F},40.11333999099234,-88.23549930889646
2312,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,150/100,SL091,1255054.06524999,1011617.172125,8.0,,9081,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{71F33338-D1F6-4131-A973-4C947A0466CA},40.112914026493,-88.23549228297136
2313,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255140.0584,1011662.8824,2.0,,9082,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{0FC70033-8757-4A45-A056-A1081D44B519},40.11314994808085,-88.23532851499668
2314,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255014.64687499,1011663.616425,2.0,,9083,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{F275E397-1349-4995-A0B8-A806944D8B1B},40.11280567796875,-88.2353263839663
2315,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1254994.627225,1011739.90395,2.0,,9084,No,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{292B7342-0960-4B87-A8A4-C4A2454B1DD5},40.1127504907953,-88.23505371132708
2316,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1254995.061275,1011956.716475,2.0,,9086,No,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{E735A775-6C52-42F8-8ED7-1A2A5960B344},40.11275102196686,-88.23427853478178
2317,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1254994.80085,1011853.463575,2.0,,9087,No,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{BF459257-D05B-4727-BF0A-180AC7005F6F},40.11275062199919,-88.2346476976845
2318,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255044.541125,1012124.5561,2.0,,9088,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{7A1917D3-8645-41C8-8629-BB54E352407B},40.11288633476121,-88.2336782559918
2319,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255157.797225,1012140.6443,2.0,,9089,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{B80B8689-6B67-44ED-9AC4-2DF24C1B5E25},40.113197185021036,-88.23362028125761
2320,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255209.7789,1012141.120375,8.0,,9090,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{F5B427A1-4575-412B-AA35-FB34C4C486DD},40.113339879251846,-88.23361837081951
2321,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255231.832475,1012021.676275,2.0,,9091,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{3F75FE94-6A31-49F3-AC6E-017BB84B71EB},40.11340078514107,-88.23404533723543
2322,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255231.44185,1011925.2879,2.0,,9092,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{76316782-61C3-4A4E-A8DD-C6D9F54C9540},40.11340000831045,-88.23438996117761
2323,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,150/100,SL091,1255235.738725,1011697.734025,8.0,,9093,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{DBC9BC43-BFAD-4973-AB79-DA5E4A4FEB5A},40.11341249503752,-88.2352035309354
2324,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255003.66232499,1012190.821225,8.0,,9094,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{1C025090-2CDA-403E-BFFA-E1BC777897A8},40.11277314701685,-88.23343579086047
2325,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255108.04505,1012191.82445,8.0,,9095,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{07BF6459-A269-454E-BC44-70FAB6544F28},40.11306045227997,-88.23343749365274
2326,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255296.27735,1012191.9815,8.0,,9096,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{B87723B2-4802-4921-8BED-8CFBDC05E571},40.113572281915864,-88.23343451136631
2327,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255276.64534999,1012129.898275,8.0,,9097,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{7CDC13AF-65FF-4395-A542-BEE7AAA5F7E0},40.11352346896821,-88.23365822579127
2328,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL091,1255273.626375,1011893.879225,8.0,,9099,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{09C9CCE0-4097-4517-BD1B-5E8C26540AF7},40.113515904562014,-88.23450209096201
2329,Cast Aluminum,Other,Teardrop,HPS,150,SL091,1255272.51315,1011732.27835,2.0,,9100,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{F645E143-54A7-4223-9905-B5720C08B4E1},40.11351334032511,-88.23507987772923
2330,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,150/100,SL091,1255293.979325,1011656.3579,8.0,,9101,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{147C28D5-4335-4FFC-AFA2-E0B005F0CA10},40.11357249717316,-88.23535123630262
2331,Aluminum,Davit,Cobra,HPS,250,SL026,1260473.61165,1012097.7135,4.0,,9109,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6E8FBF4C-124C-46EA-93E5-40CEF652DDAD},40.12778977354152,-88.23375248734627
2332,Other,Wall Pack,Other,LED,66 (LED),SL057,1256698.25155,1010332.061,7.0,,9130,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{48469512-8E72-41F7-BA16-CF02BFFA5374},40.11743128109543,-88.24008081712934
2333,Other,Wall Pack,Other,LED,66 (LED),SL057,1256695.89785,1010342.41725,7.0,,9131,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6A70A2EB-1377-4A69-AD7F-35FF8EA318ED},40.11742479020524,-88.24004379637847
2334,Other,Wall Pack,Other,LED,66 (LED),SL057,1256694.0149,1010352.30275,7.0,,9132,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EB4EDD3E-3128-40CB-87AB-8DA618ADCD61},40.117419593053775,-88.24000845724363
2335,Other,Wall Pack,Other,LED,66 (LED),SL057,1256685.5416,1010354.1857,7.0,,9133,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{35D9B1CC-1838-46DD-AA45-BC8F0DAB3EB0},40.11739632723573,-88.24000175554117
2336,Other,Wall Pack,Other,LED,66 (LED),SL057,1256677.068325,1010360.3053,7.0,,9134,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{25BB97A0-B136-4E6B-ABDE-68D7DD72AC2D},40.11737305011017,-88.23997990699004
2337,Other,Wall Pack,Other,LED,66 (LED),SL057,1256674.243875,1010370.190825,7.0,,9135,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{65A36025-A183-4106-BC4B-8C3BEECED297},40.117365268150934,-88.23994457142282
2338,Other,Wall Pack,Other,LED,66 (LED),SL057,1256671.8902,1010377.2519,7.0,,9136,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{3D2225D7-4B33-458D-84A2-5016982C1598},40.117358786719876,-88.23991933199422
2339,Other,Wall Pack,Other,LED,66 (LED),SL057,1256669.06575,1010385.7252,7.0,,9137,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{1C56D2A3-4660-49C3-B154-CCD85576849F},40.11735100881675,-88.23988904656339
2340,Other,Wall Pack,Other,LED,66 (LED),SL057,1256667.18279999,1010391.37405,7.0,,9138,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4A086FAF-9864-4D33-A797-ECDA7F19873E},40.11734582384317,-88.23986885549756
2341,Other,Wall Pack,Other,LED,66 (LED),SL057,1256634.70185,1010380.076325,7.0,,9139,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{C6B4A34E-ACB7-4A7A-B38C-99A830F3CAEB},40.11725669294797,-88.23990937379922
2342,Other,Wall Pack,Other,LED,66 (LED),SL057,1256637.055525,1010373.486,7.0,,9140,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0EDCB441-BDF6-42C8-87B3-9D7794706193},40.11726317302283,-88.2399329286442
2343,Other,Wall Pack,Other,LED,66 (LED),SL057,1256639.879975,1010365.483425,7.0,,9141,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6D3888B1-493E-43D8-BB91-EBA78AB309E7},40.117270949558424,-88.23996153184208
2344,Other,Wall Pack,Other,LED,66 (LED),SL057,1256654.47284999,1010318.8803,7.0,,9142,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6BEEF681-9EC9-4E67-AB4B-B3EF164538B5},40.117311142588036,-88.24012810869635
2345,Other,Wall Pack,Other,LED,66 (LED),SL057,1256648.824,1010337.239125,7.0,,9143,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{95B20703-286F-4E94-9FEC-515FE06CD223},40.1172955828161,-88.24006248771808
2346,Other,Wall Pack,Other,LED,66 (LED),SL057,1256651.1777,1010327.824325,7.0,,9144,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{AA62E530-E7AA-4AB9-BCA8-32E643D67B2D},40.11730207099016,-88.240096141655
2347,Other,Wall Pack,Other,LED,66 (LED),SL057,1256645.52885,1010346.653875,7.0,,9145,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{573A900A-F534-448E-B53C-B3F2FECF0F79},40.11728650984306,-88.24002883614725
2348,Other,Wall Pack,Other,LED,66 (LED),SL057,1256642.23365,1010357.951625,7.0,,9146,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{B7B21EDC-6761-4030-9B85-A49FBB15D975},40.11727743233611,-88.2399884534414
2349,Other,Wall Pack,Other,LED,66 (LED),SL057,1256672.831675,1010320.292525,7.0,,9147,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{223DB0BD-C52E-4A06-99F5-0A31B8119EFC},40.11736153559165,-88.24012299093955
2350,Other,Wall Pack,Other,LED,66 (LED),SL057,1256685.070875,1010323.5877,7.0,,9148,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{ED3C09E8-571D-48AB-B0BB-F12CE534CD04},40.117395123852816,-88.24011116261322
2351,Other,Wall Pack,Other,LED,66 (LED),SL057,1256668.124275,1010337.239125,7.0,,9149,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{AABE2766-561A-4E92-A83F-E47F47724138},40.11734856377064,-88.24006241533245
2352,Other,Wall Pack,Other,LED,66 (LED),SL057,1256664.358375,1010350.4198,7.0,,9150,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EA0547AF-C822-4B1F-BA45-A826E960293A},40.11733818845623,-88.24001530085705
2353,Other,Wall Pack,Other,LED,66 (LED),SL057,1256660.121725,1010363.600475,7.0,,9151,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{DE985D35-C3B3-41CC-8613-E8B5ECF36AD3},40.117326520728525,-88.23996818816353
2354,Other,Wall Pack,Other,LED,66 (LED),SL057,1256655.885075,1010377.2519,7.0,,9152,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{78087AEE-0481-48FD-8605-CA81F7734A1E},40.11731485072336,-88.23991939211422
2355,Other,Wall Pack,Other,LED,66 (LED),SL057,1256652.58989999,1010387.1374,7.0,,9153,No,Not Specified,Other,N/A,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{15180116-BFEB-47C4-9A92-CE631C3B7C38},40.11730577635149,-88.23988405835314
2356,Aluminum,Truss Arm,Cobra,HPS,250,SL113,1250026.552575,989545.275575,5.0,,9155,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{46DA6274-A799-4174-BDCD-9AB8B5945FA0},40.09915271166849,-88.31441054263212
2357,Steel,Traffic Signal,Cobra,HPS,250,SL113,1249914.202975,989528.956625,5.0,,9156,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{33C19494-6A5C-4827-9A90-9050CB71C8D3},40.09884430863943,-88.31446896147249
2358,Aluminum,Truss Arm,Cobra,HPS,250,SL113,1249700.80145,989538.3714,5.0,,9157,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{46386209-C534-4869-82AF-D20376401975},40.098258491115004,-88.31443546981768
2359,Aluminum,Truss Arm,Cobra,HPS,250,SL113,1249607.909025,989540.254375,5.0,,9158,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{DDBA6391-E87D-4E18-9530-1B50173E92F1},40.09800348912463,-88.31442880993335
2360,Steel,Traffic Signal,Cobra,HPS,250,SL113,1249811.268125,989623.104375,5.0,,9159,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{2FECDC52-8107-4518-84A3-C4BB8C11F4FC},40.09856168518052,-88.31413250144966
2361,Steel,Traffic Signal,Cobra,HPS,250,SL113,1249915.458275,989621.849075,5.0,,9160,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{8A7D870A-06F6-4EFD-ACAD-087431E16FBB},40.098847699886136,-88.31413690806511
2362,Steel,Traffic Signal,Cobra,HPS,250,SL113,1249811.268125,989528.329,5.0,,9161,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{D0E7D15C-3A2B-41EA-844E-39FB437F8462},40.09856174084163,-88.31447128299482
2363,Concrete,Pipe Arm,Cobra,HPS,250,SL049,1256404.877775,1012074.02545,3.0,,9171,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,3/8/19,{A58F2F28-BF3E-4028-B262-F31A5F7FC8F5},40.11662075717042,-88.2338534778998
2364,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256286.5427,1013335.8602,6.0,,9177,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{5E883FD5-CB17-4FDA-A90C-983F267F9255},40.11628401579554,-88.22926110135568
2365,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256286.733925,1013262.96925,6.0,,9178,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{BAA22E0D-4A64-4CAE-AB21-92E4A3701297},40.11628166497746,-88.22961530394859
2366,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256284.88039999,1013158.377025,6.0,,9179,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{CCF8159A-EE76-4C50-9E46-0297225F4021},40.1162827238536,-88.22998679117258
2367,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256268.992975,1013051.66645,6.0,,9180,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{8403CB9D-73BC-4BDC-8498-B32C397D5792},40.11623981296951,-88.2303733670023
2368,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256283.82122499,1012988.116725,6.0,,9181,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{D3B964DB-0A32-4B14-9A3A-D0F8D6B7193D},40.11628122598668,-88.23060723029093
2369,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256284.086025,1012798.791525,6.0,,9183,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{F39D7261-CB34-4C24-B68F-68D38AFCD6C0},40.1162735030365,-88.2313193737194
2370,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256282.762075,1012757.219425,6.0,,9184,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{D00C5BD0-42F0-46C4-BBBF-4185D391EE39},40.116273744191204,-88.23171356331346
2371,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256267.404225,1012582.4577,6.0,,9185,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{22955780-AD90-4850-AB3A-42600F102E52},40.11624681751877,-88.23204896749165
2372,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256342.604725,1012607.083225,6.0,,9186,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{410B7163-9FFD-45EF-91EC-377521F0B2AC},40.116448158984085,-88.23194777079915
2373,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256361.772625,1013007.6671,6.0,,9187,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{748FB8BB-A3C9-4057-A037-6AD557936BDF},40.11648687333337,-88.23050238043017
2374,Aluminum,Combo,Cobra/Globe,Other,250/85,SL049,1256345.2232,1013094.4154,6.0,,9188,No,Not Specified,Black,Not Specified,GE-HPS/QL-IND,Yes,Not Specified,AERIAL,Not Specified,3/8/19,{51B8D495-78A7-45A1-8BE4-AA4DDDD3C152},40.116453808454494,-88.2302052954335
2375,Cast Aluminum,Other,Not Specified,HPS,Not Specified,SL099,1254124.89455,1013116.62915,2.0,,9193,Yes,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{F6E6279D-DB38-47E2-9F6D-1746ADC96D00},40.110352916991495,-88.2301701614485
2376,Steel,Traffic Signal,Teardrop,HPS,250,TS096,1254126.306775,1013075.321825,5.0,,9194,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{E81E7033-CA19-4701-AB3A-F3278CE99CDD},40.11035784282024,-88.23028584696874
2377,Steel,Traffic Signal,Teardrop,HPS,250,TS096,1254125.2476,1013011.066,5.0,,9195,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{F8ADD4C6-5550-41C5-8864-6EB494A11406},40.11035601975753,-88.23051364402244
2378,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254178.55875,1013017.420975,,,9196,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0BEA6269-0E19-4F5D-9C4D-4402CAB7649E},40.11050337884904,-88.23049303011099
2379,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254244.57985,1013015.30265,,,9197,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{258E1EFD-3535-4873-8ABE-B68892276771},40.110687571779735,-88.2304968510586
2380,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254313.072325,1013014.9496,,,9198,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{61C7656C-2D27-4C6B-82A9-48775B36C121},40.110870829744634,-88.23050156137425
2381,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254385.80145,1013013.184325,,,9199,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{C0B88A90-1623-4838-AF03-446F2E6CD3EA},40.111071914686896,-88.2305083139986
2382,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254453.23475,1013011.772125,,,9200,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{3676A625-F7F7-415E-90D9-50BF63082EFA},40.11126036352599,-88.23050861084164
2383,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254493.4829,1013062.96495,,,9201,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{88E8DE4A-526A-46A3-B931-1687D888CBC8},40.11136954417854,-88.23032784013284
2384,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254418.63547499,1013062.96495,,,9202,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{9EC69179-9812-4873-A0FC-80ABF78B8753},40.11116436544785,-88.23032665996854
2385,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254355.79185,1013064.0241,,,9203,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{9A68DB9D-BFA8-40A4-904B-FEC681FB5A71},40.11099044945661,-88.23032069852191
2386,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL099,1254280.2383,1013066.142425,,,9204,Yes,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4D83D3E1-402E-484C-AFF2-9196DD293A30},40.11077995946742,-88.23031618929251
