X,Y,OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate,GlobalID
-9825549.21181411,4881667.65590525,865,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253303.12554999,1003528.499,3,,1694,No,,Natural,,GE,No,,AERIAL,,,{E12034CD-335F-4ECC-AE70-6FD6744D0A55}
-9825688.16877745,4881669.30956985,866,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253306.996525,1003181.229,3,,1695,No,,Natural,,GE,No,,AERIAL,,,{AF4B02A8-2A0A-44F2-B1CE-9C05820C6CE8}
-9825756.78611621,4881670.12177667,867,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253308.898625,1003010.202,3,,1696,No,,Natural,,GE,No,,AERIAL,,,{BBF371CE-C122-466C-ABFE-DCE5877C78C8}
-9825292.36528067,4881664.34996465,868,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253295.01265,1004172.540775,3,,1697,No,,Natural,,GE,No,,AERIAL,,,{90FA9C8F-379B-453D-B230-1D75444F9FE6}
-9825219.44874061,4881788.60110419,869,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253607.70192499,1004359.978425,3,,1698,No,,Natural,,GE,No,,AERIAL,,,{8FE2E36E-BC18-4517-9E06-D792AA4440E4}
-9824956.25637392,4881791.18886271,870,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253613.5685,1005022.60985,3,,1699,No,,Natural,,GE,No,,AERIAL,,,{68DBA756-5F8A-4479-9B98-3F9CD774837E}
-9822379.49839127,4882070.84703897,871,Aluminum,Other,Cobra,HPS,100,SL086,1254322.645425,1011493.94425,1,,1700,Yes,,Black,,GE,No,,AERIAL,,,{48C4B899-D972-4D25-B538-46E4389E8F7F}
-9822356.32488703,4882063.68357892,872,Aluminum,Other,Cobra,HPS,100,SL086,1254302.88874999,1011553.214125,1,,1701,Yes,,Black,,GE,No,,AERIAL,,,{F2AA6E11-D459-47D4-B1BC-C31BB69C588E}
-9822328.48703309,4882066.88212401,873,Aluminum,Other,Globe,HPS,100,SL086,1254312.186025,1011624.10565,1,,1702,Yes,,Black,,GE,Yes,,AERIAL,,,{A1DE99BE-7FB8-4987-B697-A27566B41961}
-9825855.22726838,4881746.31412555,874,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253499.41007499,1002757.601,3,,1703,No,,Natural,,GE,No,,AERIAL,,,{AD25B966-4466-45A3-BE62-D16DD75D3FF8}
-9825746.98839844,4881783.37760099,875,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253592.377,1003028.078,3,,1704,No,,Natural,,GE,No,,AERIAL,,,{B670E25C-D85E-43CC-9E25-35A9C23E3E40}
-9825680.89535591,4881783.98939683,876,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253594.03422499,1003197.759,3,,1705,No,,Natural,,GE,No,,AERIAL,,,{C650379F-2BB3-43BF-920F-85F49E915D96}
-9825619.06359121,4881784.47111489,877,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253595.35875,1003354.163,3,,1706,No,,Natural,,GE,No,,AERIAL,,,{F53588F3-1164-4BAC-95CB-2EFE22C9FF3E}
-9825490.78488649,4881785.25752422,878,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253599.1023,1003674.022,3,,1707,No,,Natural,,GE,No,,AERIAL,,,{B8CDCBB2-1CB6-4C4D-AB44-4987189BC5E7}
-9825418.46086115,4881786.00136327,879,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253601.125625,1003855.07,3,,1708,No,,Natural,,GE,No,,AERIAL,,,{165729A8-9533-4335-8E59-B2D91E562162}
-9825587.36381931,4881287.22680418,880,Cast Aluminum,Other,Globe,HPS,100,SL083,1252350.11095,1003436.285,1,,1709,No,,Green,,GE,Yes,,AERIAL,,,{C6616636-0312-49AA-AFF4-7E6B59DD5ED8}
-9825680.49627221,4881288.43465451,881,Cast Aluminum,Other,Globe,HPS,100,SL083,1252353.722925,1003205.262,1,,1710,No,,Green,,GE,Yes,,AERIAL,,,{6D8F28AB-4F37-4B84-8409-3ACBC799D7B2}
-9822345.65378197,4882087.08743072,882,Aluminum,Other,Cobra,HPS,100,SL086,1254360.415475,1011578.78155,1,,1712,Yes,,Black,,GE,No,,AERIAL,,,{9928EB7E-90B8-4C33-BA4B-B7C7DB5A2768}
-9822355.80955072,4882105.20842876,883,Aluminum,Other,Cobra,HPS,100,SL086,1254405.7395,1011553.214125,1,,1713,Yes,,Black,,GE,No,,AERIAL,,,{2A96A755-7CDF-454F-945A-80D5FB8A342F}
-9822342.3297488,4882138.009243,884,Cast Aluminum,Other,Globe,HPS,100,SL086,1254490.576825,1011588.6599,1,,1714,Yes,,Black,Sternberg,GE,Yes,,AERIAL,,,{394B72AF-FFC7-46AF-82BD-A932F7581EA7}
-9822408.12020809,4882064.17061828,885,Aluminum,Other,Cobra,HPS,100,SL086,1254302.88874999,1011421.890625,1,,1715,Yes,,Black,,GE,No,,AERIAL,,,{5A37EBB7-72D3-4AE7-ADFF-DB21388C6041}
-9822439.94028449,4882069.64829608,886,Aluminum,Other,Cobra,HPS,100,SL086,1254316.51085,1011341.92445,1,,1716,Yes,,Black,,GE,No,,AERIAL,,,{9FD6E883-42C0-4FEB-B909-6A2F1FFD7AEE}
-9822465.89084709,4882061.92636438,887,Aluminum,Other,Cobra,HPS,100,SL086,1254297.11375,1011276.741675,1,,1717,Yes,,Black,,GE,No,,AERIAL,,,{D2A3DE59-27F6-43D6-B6AF-BAA7EE9BF41A}
-9822494.27420008,4882071.53638382,888,Aluminum,Other,Globe,HPS,100,SL086,1254322.0643,1011206.31085,1,,1718,Yes,,Black,Sternberg,GE,Yes,,AERIAL,,,{0434D0B3-8F50-4CA4-96C8-3CA4F578C45D}
-9822513.20098758,4882058.83996732,889,Aluminum,Other,Globe,HPS,100,SL086,1254289.260425,1011157.8781,1,,1719,Yes,,Black,Sternberg,GE,Yes,,AERIAL,,,{8453D7EB-9814-4404-80A8-7DAC2DFB6A8A}
-9822534.59853986,4882072.17452888,890,Aluminum,Other,Cobra,HPS,100,SL086,1254323.226475,1011106.074925,1,,1720,Yes,,Black,,GE,No,,AERIAL,,,{ABEE9112-612B-48F2-A891-1E1D6A536A9B}
-9822560.88149619,4882064.67988347,891,Aluminum,Other,Cobra,HPS,100,SL086,1254304.05092499,1011041.57535,1,,1721,Yes,,Black,,GE,No,,AERIAL,,,{9F02CC8F-F27F-466A-BBB0-224C8B08DAD4}
-9822584.00042281,4882060.8792678,892,Aluminum,Other,Cobra,HPS,100,SL086,1254294.1726,1010979.9811,1,,1722,Yes,,Black,,GE,No,,AERIAL,,,{F75DFBE5-DA37-4215-98D1-B51F38291DB0}
-9825932.4838829,4888645.36033027,893,Fiberglass,Pipe Arm,Cobra,HPS,250,SL001,1270760.413075,1002555.196,,,1760,No,,Natural,,GE,No,,AERIAL,,,{8234445D-D521-41F0-891F-7C624FF2A307}
-9825961.98262857,4888577.44030856,894,Fiberglass,Pipe Arm,Cobra,HPS,250,SL001,1270590.48335,1002482.618,,,1761,No,,Natural,,GE,No,,AERIAL,,,{43E38822-F53D-452B-9EC4-80940987C60A}
-9822970.72829946,4882845.73487656,895,Steel,Traffic Signal,Cobra,LED,286(LED),SL059,1256256.50965,1010005.185175,5,,1769,No,,Black,,GE,Yes,,AERIAL,,,{23C7DC7E-0DBA-4919-8897-EA13896AC79E}
-9823088.17008763,4882725.68749504,896,Aluminum,Davit,Cobra,HPS,250,SL028,1255956.63389999,1009709.87,4,,1770,No,,Natural,,GE,No,,AERIAL,,,{5AA058DA-69D0-461E-A865-E422CE4A5CAC}
-9823004.96457646,4882625.83529227,897,Aluminum,Davit,Cobra,HPS,250,SL028,1255709.020925,1009917.61,4,,1773,No,,Natural,,GE,No,,AERIAL,,,{3A34E939-A92B-46C1-AEED-B5AA782D665B}
-9823136.70376835,4882511.04189505,898,Aluminum,Davit,Cobra,HPS,250,SL034,1255419.335975,1009590.105,4,,1774,No,,Natural,,GE,No,,AERIAL,,,{F4C64869-B9BC-4DAE-AE4B-C369A193E4C7}
-9823122.44661211,4882483.00572285,899,Aluminum,Davit,Cobra,HPS,250,SL034,1255349.208125,1009625.998,4,,1775,No,,Natural,,GE,No,,AERIAL,,,{64BE0676-3D30-4B87-82E8-875869C0553E}
-9823144.88145321,4882412.31776311,900,Aluminum,Davit,Cobra,HPS,250,SL034,1255172.243775,1009569.81,4,,1776,No,,Natural,,GE,No,,AERIAL,,,{24B0AE64-40E5-4568-87E4-36AF10E98CCC}
-9823167.64823017,4882337.95251166,901,Aluminum,Davit,Cobra,HPS,250,SL034,1254986.073975,1009512.797,4,,1777,No,,Natural,,GE,No,,AERIAL,,,{214D7F6B-03C6-4C61-B876-162547E8AC44}
-9823210.21876505,4882480.4947007,902,Aluminum,Pipe Arm,Cobra,HPS,250,SL034,1255341.658425,1009404.868,4,,1778,No,,Natural,,GE,No,,AERIAL,,,{DC5B89E4-10E1-4822-9E79-99959E2F1CD6}
-9823207.65016889,4882421.74300513,903,Aluminum,Pipe Arm,Cobra,HPS,250,SL034,1255195.671725,1009412.078,4,,1779,No,,Natural,,GE,No,,AERIAL,,,{4F917138-154E-4B3E-A718-762C6E7CBE60}
-9823205.92110271,4882520.0207689,904,Aluminum,Davit,Cobra,HPS,250,SL034,1255441.63025,1009416.174,4,,1780,No,,Natural,,GE,No,,AERIAL,,,{C79537A4-6869-4577-A840-0A95FA4514EA}
-9823064.51458621,4882756.91725378,905,Aluminum,Pipe Arm,Cobra,LED,286(LED),SL059,1256034.849625,1009770.8488,5,,1781,No,,Black,,GE Evolve,Yes,,AERIAL,,,{66583E06-7868-4D33-918A-32A0B2E55D20}
-9823054.21904822,4882789.76719394,906,Aluminum,Pipe Arm,Cobra,LED,286(LED),SL059,1256117.0854,1009796.6312,5,,1782,No,,Black,,GE Evolve,Yes,,AERIAL,,,{7423CE61-4502-4B5C-86FA-5577EA6921FC}
-9822913.39161533,4882850.59894172,907,Aluminum,Truss Arm,Cobra,LED,286(LED),SL059,1256268.49245,1010152.6782,6,,1783,No,,Black,,GE,Yes,,AERIAL,,,{B87B89F6-9DBA-414E-8270-2C06B249C9AF}
-9826645.07772787,4888106.79919072,908,Fiberglass,Pipe Arm,Cobra,HPS,250,SL002,1269412.127725,1000767.406,,,1784,No,,Natural,,GE,No,,AERIAL,,,{FFC38693-ED32-4ACA-88E2-5690D2367DF8}
-9825157.49715767,4883291.69494485,909,Cast Iron,Other,Globe,IND,55,SL008,1257363.41469999,1004508.932,7,,1785,No,,Green,,QL,Yes,,AERIAL,,,{390EA8ED-2E1E-4626-9252-F9BCB36A4C47}
-9825218.05754932,4883292.59503675,910,Cast Iron,Other,Globe,IND,55,SL008,1257370.0312,1004359.01575,7,,1786,No,,Green,,QL,Yes,,AERIAL,,,{D59E5535-D820-4E39-877D-CE475C9D4E2A}
-9825278.84421672,4883293.39346335,911,Cast Iron,Other,Globe,IND,55,SL008,1257373.100025,1004207.285,7,,1787,No,,Green,,QL,Yes,,AERIAL,,,{4ECA5D37-AEDB-4EFF-9E98-EEA70710CDBD}
-9825337.33758741,4883293.69816686,912,Cast Iron,Other,Globe,IND,55,SL008,1257370.658925,1004060.093,7,,1788,No,,Green,,QL,Yes,,AERIAL,,,{7D62E56C-0379-4613-B17A-6AF5586484E8}
-9822945.01906238,4883025.7367211,913,Cast Aluminum,Other,Globe,IND,85,SL059,1256707.89009999,1010070.37495,1,,1789,Yes,,Black,Sternberg,QL,Yes,,AERIAL,,10/12/18,{D1604D60-E0C6-40EB-BDE1-DFC13E8BEC54}
-9823743.91669824,4878072.60475602,914,Aluminum,Davit,Cobra,HPS,250,SL038,1244307.591525,1008076.508,4,,1790,No,,Natural,,GE,No,,AERIAL,,,{BC7D962E-4879-4D12-80A6-80CA07B06CF7}
-9823691.61949325,4878067.6187334,915,Aluminum,Davit,Cobra,HPS,250,SL038,1244295.233825,1008207.975,4,,1791,No,,Natural,,GE,No,,AERIAL,,,{8EF3269F-E7D8-4577-9BF1-6F8E4C0908D9}
-9823634.90375396,4878067.25663777,916,Aluminum,Davit,Cobra,HPS,250,SL038,1244294.7903,1008348.209,4,,1792,No,,Natural,,GE,No,,AERIAL,,,{1AA8F48A-94B4-4308-A40C-AD7D6C30AE1C}
-9823689.13530944,4878114.81957413,917,Aluminum,Davit,Cobra,HPS,250,SL038,1244413.41847499,1008212.716,4,,1793,No,,Natural,,GE,No,,AERIAL,,,{F7488260-A95F-4546-8958-285FC601AD8C}
-9823742.95423875,4878115.31642907,918,Aluminum,Davit,Cobra,HPS,250,SL038,1244414.5324,1008077.435,4,,1794,No,,Natural,,GE,No,,AERIAL,,,{02904F1F-6955-4C16-AC66-3B86F7A59E33}
-9823798.17116213,4878114.61781965,919,Aluminum,Davit,Cobra,HPS,250,SL038,1244412.650975,1007938.643,4,,1795,No,,Natural,,GE,No,,AERIAL,,,{75BBA5BA-3B68-40B2-8706-8E073FA92317}
-9823842.02060658,4878113.75504908,920,Aluminum,Davit,Cobra,HPS,250,SL038,1244410.38609999,1007828.425,4,,1796,No,,Natural,,GE,No,,AERIAL,,,{86D1DAC0-7EC9-42A2-94C5-0A2CD116AB41}
-9823322.99869171,4883134.25239818,921,Aluminum,Pipe Arm,Cobra,HPS,250,SL032,1256978.75955,1009114.924,5,,1797,Yes,F,Natural,,GE,No,,AERIAL,,,{E8EF78FE-7B7E-4935-ACBC-A411A9567786}
-9823132.49360202,4882814.71513291,922,Aluminum,Pipe Arm,Cobra,HPS,250,SL033,1256179.317875,1009599.9084,,,1799,No,,Natural,,GE,No,,AERIAL,,,{5C503B54-1183-41B5-ACB3-C18D2EDA869C}
-9823151.90744153,4882819.90828865,923,Cast Aluminum,Other,Globe,HPS,100,SL033,1256192.26425,1009551.119475,1,,1800,Yes,,Black,,GE,Yes,,AERIAL,,,{C9421D6A-7D76-47F5-901E-AE98F25B3858}
-9823162.33003086,4882788.06734547,924,Cast Aluminum,Other,Globe,HPS,100,SL033,1256112.55385,1009525.014575,1,,1801,Yes,,Black,,GE,Yes,,AERIAL,,,{D91E1249-BA37-456E-8517-CE956EF253AE}
-9823213.91736278,4882764.69301565,925,Cast Aluminum,Other,Globe,HPS,100,SL033,1256052.78067499,1009394.318425,1,,1803,Yes,,Black,,GE,Yes,,AERIAL,,,{82C42904-42A6-4BAC-817B-4E6BC3E9C8B3}
-9822854.46742629,4882799.06281792,926,Aluminum,Combo,Cobra,LED,,SL060,1256139.605725,1010297.03,8,2017/01/01 06:00:00+00,1805,No,,Black,Valmont,GE,Yes,,GPS,,,{20606A50-AD0E-4B10-9F8A-7549F003EB48}
-9822826.73894143,4882789.516492,927,Cast Aluminum,Other,Globe,HPS,100,SL060,1256119.1402,1010367.772,1,,1806,Yes,,Black,,GE,Yes,,AERIAL,,,{E5305566-7FE7-482B-9DAA-39CF0E79A0D5}
-9822799.35859129,4882780.52147355,928,Aluminum,Combo,Cobra,LED,,SL060,1256095.75427499,1010437.329,8,2017/01/01 06:00:00+00,1807,No,,Black,Valmont,GE,Yes,,GPS,,,{5499B0EA-DBC6-4ACF-93D8-3FA539E493A4}
-9822753.97000024,4882766.41751072,929,Cast Aluminum,Other,Globe,HPS,100,SL060,1256059.43745,1010552.87,1,,1808,Yes,,Black,,GE,Yes,,AERIAL,,,{3ED36231-6A86-400B-9BB0-97DCDB511994}
-9823283.31146451,4883136.07296251,930,Cast Aluminum,Other,Globe,HPS,100,SL032,1256986.88265,1009209.623,1,,1809,Yes,F,Black,,GE,Yes,,AERIAL,,,{6BECB6C5-2047-4DD7-93E9-3F67A32FE2AE}
-9823231.04942545,4883052.04242724,931,Aluminum,Pipe Arm,Cobra,HPS,250,SL032,1256772.984375,1009351.695,5,,1811,Yes,B,Natural,,GE,No,,AERIAL,,,{F7A6C1C7-E820-4D02-A740-44AB73A5572A}
-9822305.4281108,4883015.62297032,932,Aluminum,Davit,Cobra,HPS,100,SL047,1256684.3006,1011677.29,4,,1816,No,,Natural,,GE,No,,AERIAL,,,{BBF08010-04AE-448D-A089-84C66711E04D}
-9822329.71916748,4882167.65339074,933,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254570.21925,1011620.610675,3,,1817,No,,Natural,Unknown,GE,No,,AERIAL,,,{EED8ABE8-CFF4-449A-BEC4-18BA6DDA3F8D}
-9822700.95757538,4882705.77377591,934,Cast Aluminum,Other,Globe,IND,85,SL060,1255907.8129,1010688.618,1,,1820,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18,{24BB8B5F-3491-4C8C-BCF5-2FE6660299FC}
-9822700.81820414,4882683.11457098,935,Cast Aluminum,Other,Globe,IND,85,SL060,1255851.106775,1010682,1,,1821,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18,{29BDE427-8B89-4EC5-9C70-4D46A8FBE2E6}
-9822700.98561611,4882655.97300636,936,Cast Aluminum,Other,Globe,IND,85,SL060,1255783.18212499,1010684.46,1,,1822,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18,{9F93BC29-EA1A-4250-B055-E9DAFD01EED8}
-9822700.81361941,4882631.93854187,937,Cast Aluminum,Other,Globe,IND,85,SL060,1255723.03385,1010684.956,1,,1823,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18,{91E1B82C-9CF0-4AD2-B92D-8D28FDB0142B}
-9822700.44273797,4882595.70185577,938,Cast Aluminum,Other,Globe,IND,85,SL060,1255632.348775,1010685.985,1,,1824,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18,{30C86F49-2638-4ECB-97B4-4FE1B40CD675}
-9822681.62657373,4882595.32766888,939,Cast Aluminum,Combo,Cobra/Globe,Other,250/85,SL060,1255631.462575,1010735.205,6,,1825,No,,Black,,GE/QL,Yes,,AERIAL,,11/1/18,{F107F549-FD57-4F58-808B-CF3535215AD4}
-9822329.14095952,4882264.88864208,940,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254805.447275,1011619.782,3,,1826,No,,Natural,Unknown,GE,No,,AERIAL,,,{95CD38CB-2070-480E-929B-00A682A58CD1}
-9822329.81343652,4882216.03424305,941,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254683.1772,1011618.227,3,,1827,No,,Natural,Unknown,GE,No,,AERIAL,,,{DB2495C8-C666-4534-B296-A23CCB09F330}
-9823297.34303145,4883153.53305112,942,Cast Aluminum,Other,Globe,IND,85,SL032,1257025.554525,1009188.203825,1,,1828,Yes,,Black,,QL,Yes,,AERIAL,,10/12/18,{4D5D3CAF-9C70-419B-843F-B493E0E556F7}
-9823279.49943258,4883301.85372052,943,Cast Aluminum,Other,Globe,HPS,100,SL024,1257398.006375,1009229.343675,1,,1829,Yes,,Black,,GE,Yes,,AERIAL,,,{96945760-09F5-44C5-9C0E-F30ECB5C7DB3}
-9823279.24081648,4883322.39144239,944,Aluminum,Davit,Cobra,HPS,250,SL024,1257449.401,1009229.941575,4,,1830,Yes,,Natural,,GE,No,,AERIAL,,,{6E0B4E1D-1FAB-4D5C-8A0B-0D94D706BD3E}
-9822594.00375285,4883141.78335881,945,Aluminum,Davit,Cobra,HPS,100,SL047,1256999.22679999,1010951.943,4,,1831,No,,Natural,,GE,No,,AERIAL,,,{DD351D42-BD48-4B4A-A692-FCB8DEACD863}
-9822532.22945961,4883142.4013316,946,Aluminum,Davit,Cobra,HPS,100,SL047,1257000.94035,1011105.751,4,,1832,No,,Natural,,GE,No,,AERIAL,,,{C6869231-CF2C-4BE1-A74A-ACB2E54FC7FB}
-9822665.61121602,4883013.46747088,947,Aluminum,Davit,Cobra,HPS,100,SL047,1256677.924925,1010771.909,4,,1833,No,,Natural,,GE,No,,AERIAL,,,{B402BBFA-5CA5-4333-BB94-D28FC0A1CF95}
-9822309.43916914,4882119.33985833,948,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254441.23505,1011669.6855,3,,1834,No,,Natural,Unknown,GE,No,,AERIAL,,,{4A159B27-9791-4004-A659-E31029CC8BFD}
-9822311.29723452,4882312.6494659,949,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254920.8602,1011664.831,3,,1840,No,,Natural,Unknown,GE,No,,AERIAL,,,{3DB6EF42-B26F-490A-8BFD-761BF503B8A1}
-9822313.77416682,4882613.41338014,950,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1255681.433275,1011656.061,3,,1842,No,,Natural,Unknown,GE,No,,AERIAL,,,{0F3C14E7-46B1-481F-B668-14E24EDC1F9C}
-9822314.18651917,4882712.30562482,951,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1255926.4092,1011659.56,3,,1843,No,,Natural,Unknown,GE,No,,AERIAL,,,{4D927B23-7FBE-406D-908F-EECDB9A9E064}
-9823277.67612112,4883346.87654595,952,Aluminum,Davit,Cobra,HPS,250,SL024,1257510.677425,1009233.811,4,,1844,No,,Natural,,GE,No,,AERIAL,,,{2B470213-1FE6-4423-910D-8139E7CF1744}
-9823240.10570686,4883334.13898337,953,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257478.8974,1009327.404,4,,1845,Yes,,Natural,,GE,No,,AERIAL,,,{9E91A972-A0A9-47E3-91DE-A59388A3204C}
-9823238.64419476,4883312.88405257,954,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257425.71224999,1009335.78,4,,1846,Yes,,Natural,,GE,No,,AERIAL,,,{E8BF12C2-3501-44DB-B39C-A9F4D35F370D}
-9823235.03322137,4883305.34561757,955,Aluminum,Pipe Arm,Cobra,HPS,250,SL024,1257406.85682499,1009341.047,4,,1847,Yes,,Natural,,GE,No,,AERIAL,,,{6B547D0F-AC65-4581-B829-0E49C1A89D8F}
-9823234.72624107,4883341.94942695,956,Cast Aluminum,Other,Globe,HPS,100,SL024,1257498.456,1009341.726,1,,1848,Yes,,Black,,GE,Yes,,AERIAL,,,{AEA46018-754C-44CD-8093-9146E1E8D3EC}
-9823238.15159439,4883344.09071354,957,Cast Aluminum,Other,Globe,HPS,100,SL024,1257503.80575,1009333.115,1,,1849,Yes,,Black,,GE,Yes,,AERIAL,,,{F26059ED-C806-4A65-820F-641B0C0ADD63}
-9823238.38080147,4883320.54430009,958,Cast Aluminum,Other,Globe,HPS,100,SL024,1257444.882175,1009332.599,1,,1850,Yes,,Black,,GE,Yes,,AERIAL,,,{53DF7160-610E-4986-87AD-0C54A7A08BF6}
-9822330.68768417,4882760.66856991,959,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1256046.19755,1011614.530625,3,,1851,No,,Natural,Unknown,GE,No,,AERIAL,,,{2714C8DD-EE34-4041-BF55-FA31B7D49014}
-9822331.81343086,4882837.54721972,960,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1256238.588025,1011611.490625,3,,1852,No,,Natural,Unknown,GE,No,,AERIAL,,,{D332563C-316E-43CF-9884-93C7E36C6F26}
-9821820.34152519,4881990.43772371,961,Cast Aluminum,Other,Teardrop,HPS,250/100,SL099,1254121.6382,1012899.67795,2,,1854,Yes,,Black,Lumec,GE,Yes,,AERIAL,,,{B0205B4B-9D45-49DD-91AB-EB504A03AED8}
-9821796.11578945,4881990.89077892,962,Cast Aluminum,Other,Teardrop,HPS,250/100,SL099,1254122.299575,1012960.52525,2,,1855,Yes,,Black,Lumec,GE,Yes,,AERIAL,,,{D6F87146-D2DE-461C-ADE7-BC100C241149}
-9822315.01561857,4882799.1402836,963,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1256141.56415,1011659.616,3,,1857,No,,Natural,Unknown,GE,No,,AERIAL,,,{15F4EA6D-17C3-49AD-A313-B7A0423FE8BF}
-9823238.56696348,4883299.80683589,964,Cast Aluminum,Other,Globe,HPS,100,SL024,1257392.9875,1009332.183,1,,1858,Yes,,Black,,GE,Yes,,AERIAL,,,{1C1B5D87-0F08-4ECC-B316-CF0562C704BF}
-9822600.20490439,4883014.09967152,965,Aluminum,Davit,Cobra,HPS,100,SL047,1256679.68279999,1010936.706,4,,1859,No,,Natural,,GE,No,,AERIAL,,,{155E7904-D84D-4893-A52D-171360FA0EB5}
-9822528.17536228,4883015.18953774,966,Aluminum,Davit,Cobra,HPS,100,SL047,1256682.605225,1011117.668,4,,1860,No,,Natural,,GE,No,,AERIAL,,,{CB5BE60B-BA40-44D2-ACD3-765E75CB1795}
-9822496.53287783,4882899.90599657,967,Aluminum,Davit,Cobra,HPS,100,SL047,1256394.19154999,1011197.478,4,,1861,No,,Natural,,GE,No,,AERIAL,,,{7E928C03-60E8-4858-8262-C581D6A225DB}
-9822497.33461432,4882945.94379063,968,Aluminum,Davit,Cobra,HPS,100,SL047,1256509.40025,1011198.872,4,,1862,No,,Natural,,GE,No,,AERIAL,,,{6FF69E36-79FF-4C99-96AA-F0E36F95F2CA}
-9822490.44611706,4883016.87292869,969,Aluminum,Davit,Cobra,HPS,100,SL047,1256686.920375,1011212.453,4,,1863,No,,Natural,,GE,No,,AERIAL,,,{7208B649-7F6B-440C-AFB2-B8D97F30917F}
-9822499.74944203,4883088.37606161,970,Aluminum,Davit,Cobra,HPS,100,SL047,1256865.83135,1011188.886,4,,1864,No,,Natural,,GE,No,,AERIAL,,,{F55C9D39-AC26-4134-83D2-3D03383D4516}
-9822480.72161422,4883143.06655383,971,Aluminum,Davit,Cobra,HPS,100,SL047,1257002.745275,1011236.542,4,,1865,No,,Natural,,GE,No,,AERIAL,,,{153106DE-A15E-495F-BBEB-D6A94B095D87}
-9823399.25328648,4883159.99324386,972,Aluminum,Pipe Arm,Cobra,HPS,250,SL014,1257043.14075,1008929.555,6,,1867,No,,Black,,GE,No,,AERIAL,,,{3901EE71-090C-409B-BD71-03615D8687AC}
-9821654.13966664,4881992.822016,973,Cast Aluminum,Other,Teardrop,HPS,250/100,SL099,1254127.59065,1013319.98725,8,,1868,Yes,,Black,Lumec,GE,Yes,,AERIAL,,,{048C541F-335B-4D8B-A6FA-E319DEEED7F0}
-9821682.04767587,4881992.41045514,974,Cast Aluminum,Other,Cobra,HPS,250/100,SL099,1254127.25995,1013247.56575,2,,1869,Yes,,Black,Lumec,GE,No,,AERIAL,,,{8FA6F3A5-4F98-40BA-B17B-08EE4D191FFD}
-9821938.8609051,4882011.53209755,975,Cast Aluminum,Combo,Teardrop,HPS,250/100,SL099,1254173.556775,1012601.559225,8,,1871,Yes,,Black,Sternberg,GE/QL,Yes,"Upper - HPS, Lower - IND",AERIAL,,,{24970ACA-C3F1-4714-8838-A4819FB920A7}
-9825390.78087673,4881421.02217921,976,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1252686.144375,1003928.901,3,,1872,No,,Natural,,GE,No,,AERIAL,,,{BC116FB8-F7C1-4656-ACB4-43112A58D255}
-9825391.08587567,4881481.35448795,977,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1252837.14925,1003928.449,3,,1873,No,,Natural,,GE,No,,AERIAL,,,{60226C55-7C4A-46A3-99E3-49F795B869B0}
-9821944.7097187,4882510.50829633,978,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1255400.398775,1012582.5141,3,,1877,No,,Natural,Unknown,GE,No,,AERIAL,,,{CBF439FA-0CBE-470B-8753-206FEFBB0FB8}
-9821945.64035961,4882406.01398871,979,Concrete,Pipe Arm,Cobra,HPS,150,SL091,1255159.717225,1012582.947775,3,,1878,No,,Natural,Unknown,GE,No,,AERIAL,,,{E9E810D8-A2AD-4511-92BA-C236E7F56008}
